Center Name,Type,Latitude,Longitude
"Mutya Covered Court Multipurpose, Brgy. Payatas",Evacuation Center,14.707591,121.092646
"Golden Shower Covered Court Multipurpose, Brgy. Payatas",Evacuation Center,14.713599,121.091365
"Plaza Dos Covered Court, Brgy. Payatas",Evacuation Center,14.709805,121.098100
"Bulacan St. Barangay Hall Covered Court, Brgy. Payatas",Evacuation Center,14.716387,121.102049
"Bicol Mortuary, Brgy. Payatas",Evacuation Center,14.715796,121.102727
"Payatas Livelihood Building, Brgy. Payatas",Evacuation Center,14.719166,121.100376
"Talisay Covered Court, Brgy. Payatas",Evacuation Center,14.711620,121.094842
"Ilang-ilang Barangay Hall Covered court, Brgy. Payatas",Evacuation Center,14.698174,121.094689
"Multipurpose, Brgy. Payatas",Evacuation Center,14.714328,121.103744
"Lupang Pangako Phase 3 Former Acacia Half Court, Brgy. Payatas",Evacuation Center,14.716924,121.108668
"Alley 3 Multipurpose, Brgy. Payatas",Evacuation Center,14.716225,121.101570
"Sto. Niño Gala Covered Court, Brgy. Payatas",Evacuation Center,14.702007,121.092765
"Lower Jasmin Covered Court, Brgy. Payatas",Evacuation Center,14.705425,121.093475
"Siloam Multi-Purpose, Brgy. Payatas",Evacuation Center,14.714231,121.092122
"Quirino High School, Brgy. Amihan",Evacuation Center,14.631024,121.067325
"Mangahan Fire Station, Brgy. Bagumbayan",Evacuation Center,14.603792,121.082384
"Bagumbayan Elementary School, Brgy. Bagumbayan",Evacuation Center,14.607952,121.082646
"Covered Court & Multipurpose Hall, Brgy. Bagumbayan",Evacuation Center,14.605077,121.080803
"Kalantiaw Elementary School, Brgy. Bagumbayan",Evacuation Center,14.624301,121.065463
Blue Ridge A Barangay Hall,Evacuation Center,14.624267,121.076460
"Barangay Hall, Brgy. Blue Ridge B",Evacuation Center,14.618411,121.074942
"Dioquino Zobel Barangay hall, Brgy. Dioquino Zobel",Evacuation Center,14.620056,121.064683
"Our Lady of Fatima Parish (Diocese of Cubao), Brgy. Don Manuel",Evacuation Center,14.616158,121.007836
"Aurora A. Quezon Elementary School, Brgy. Don Manuel",Evacuation Center,14.616027,121.006272
"Covered Court, Brgy. Duyan-Duyan",Evacuation Center,14.630308,121.067311
"Project 3 Elementary School, Brgy. Duyan-Duyan",Evacuation Center,14.630661,121.067773
"Carlos P. Garcia High School, Brgy. E. Rodriguez",Evacuation Center,14.629474,121.054449
"E. Rodriguez Elementary School, Brgy. E. Rodriguez",Evacuation Center,14.626559,121.055272
"Nativity of the Lord Parish Church, Brgy. E. Rodriguez",Evacuation Center,14.629864,121.052711
"Cubao Elementary School, Brgy. E. Rodriguez",Evacuation Center,14.622597,121.050938
"Barangay Hall, Brgy. East Kamias",Evacuation Center,14.631563,121.058111
"SK Hall, Brgy. East Kamias",Evacuation Center,14.631607,121.057320
"Mini Plaza, Brgy. Escopa 1",Evacuation Center,14.624397,121.073071
"Katipunan Avenue near QMMC, Brgy. Escopa 2",Evacuation Center,14.624172,121.074292
"Camp Emilio Aguinaldo, Brgy. Escopa 2",Evacuation Center,14.612452,121.064441
"NVRC, Brgy. Escopa 3",Evacuation Center,14.626043,121.072524
"Escopa 4 Multipurpose Hall, Brgy. Escopa 4",Evacuation Center,14.625557,121.074535
"Multi Purpose Hall Covered Court, Brgy. Libis",Evacuation Center,14.615253,121.075030
"Covered court, Brgy. Loyola Heights",Evacuation Center,14.642310,121.077111
"Multipurpose Hall, Brgy. Loyola Heights",Evacuation Center,14.640625,121.076505
"Day Care Center, Brgy. Mangga",Evacuation Center,14.626904,121.062674
"Barangay Hall, Brgy. Marilag",Evacuation Center,14.625619,121.068624
"National College of Business and Arts (NCBA), Brgy. Marilag",Evacuation Center,14.628481,121.067901
"T. Alonzo Elementary School, Brgy. Marilag",Evacuation Center,14.625536,121.070735
"MTD & SB Building, Brgy. Masagana",Evacuation Center,14.618071,121.067191
"Barangay Masagsana Covered Court, Brgy. Masagana",Evacuation Center,14.619180,121.066724
"Paciano Rizal Oval, Brgy. Masagana",Evacuation Center,14.618337,121.066053
"Old Balara Elementary School, Brgy. Matandang Balara",Evacuation Center,14.672603,121.076684
"Mafran Covered court, Brgy. Matandang Balara",Evacuation Center,14.669142,121.070589
"Tandang Sora Covered Court, Brgy. Matandang Balara",Evacuation Center,14.664651,121.071451
"Feria Community Covered Court, Brgy. Matandang Balara",Evacuation Center,14.671602,121.080190
"E. Rodriguez Elementary School, Brgy. N.S Amoranto",Evacuation Center,14.622159,121.025518
"Tennis Court, Brgy. N.S Amoranto",Evacuation Center,14.632698,120.994422
"Basketball Court, Brgy. N.S Amoranto",Evacuation Center,14.607222,120.961837
"Balara Elementary School, Brgy. Pansol",Evacuation Center,14.652255,121.077868
"Balara High School, Brgy. Pansol",Evacuation Center,14.651688,121.078563
"Kaingin I Covered Court, Brgy. Pansol",Evacuation Center,14.657322,121.084836
"Kaingin II Covered Court, Brgy. Pansol",Evacuation Center,14.653121,121.082255
"Quirino 3A Barangay Hall, Brgy. Quirino 3A",Evacuation Center,14.629198,121.062214
"Half Court, Brgy. Quirino 3B (Claro)",Evacuation Center,14.677271,121.019466
"Silangan Barangay Hall, Brgy. Silangan",Evacuation Center,14.024218,122.184423
"Friendship Covered Court, Brgy. Silangan",Evacuation Center,14.627096,121.058592
"Camp Aguinaldo, Brgy. Socorro",Evacuation Center,14.606102,121.065041
"15th Elementary School, Brgy. Socorro",Evacuation Center,14.621733,121.058601
"SM Cubao Parking, Brgy. Socorro",Evacuation Center,14.616629,121.055009
"Barangay Hall, Brgy. Ugong Norte",Evacuation Center,14.597857,121.070809
"Corinthian Garden Clubhouse, Brgy. Ugong Norte",Evacuation Center,14.595424,121.065317
"Corinthian Football Field, Brgy. Ugong Norte",Evacuation Center,14.596492,121.063343
"Arcadia Clubhouse, Brgy. Ugong Norte",Evacuation Center,14.592425,121.060692
"Pelaez Park, Brgy. Villa Maria Clara",Evacuation Center,14.615528,121.068750
"Multipurpose Hall, Brgy. West Kamias",Evacuation Center,14.630948,121.049993
"Tennis Court, Brgy. White Plains",Evacuation Center,14.603116,121.071050
"White Plains Basketball Covered Court, Brgy. White Plains",Evacuation Center,14.603638,121.071446
"Botocan Barangay Hall, Brgy. Botocan",Evacuation Center,14.636852,121.062907
"Suntay Multipurpose Building, Brgy. Botocan",Evacuation Center,14.638104,121.062891
"Quezon Memorial Circle, Brgy. Central",Evacuation Center,14.651482,121.049320
"Suntay Multipurpose Building, Brgy. Central",Evacuation Center,14.631964,121.021140
"Daza Hall, Brgy. Central",Evacuation Center,14.652946,121.051310
"Orchids Covered Court, Brgy. Central",Evacuation Center,14.688604,121.060601
"TUA Building, Brgy. Damayang Lagi",Evacuation Center,14.620390,121.020100
"Missionary Society of Saint Paul (MSSP), Brgy. Damayang Lagi",Evacuation Center,14.619134,121.023367
"San Lorenzo, Brgy. Damayang Lagi",Evacuation Center,14.619522,121.021887
"Scalabrini Theology, Brgy. Damayang Lagi",Evacuation Center,14.618737,121.024438
"Jacinto Basketball Covered court, Brgy. Doña Aurora",Evacuation Center,14.614792,121.010456
"Barangay Hall, Brgy. Doña Aurora",Evacuation Center,14.615822,121.008650
"Our lady of Sacred Heart School, Brgy. Doña Aurora",Evacuation Center,14.614408,121.009830
"Multipurpose Hall Gymnasium, Brgy. Doña Imelda",Evacuation Center,14.616437,121.018868
"Malangen Hall, Brgy. Doña Imelda",Evacuation Center,14.616931,121.017742
"Philippines Institute of Quezon City (PIQC), Brgy. Doña Josefa",Evacuation Center,14.619138,121.008910
"Matang Tubig Plaza, Brgy. Horseshoe",Evacuation Center,14.613419,121.046339
"Horseshoe Barangay Hall, Brgy. Horseshoe",Evacuation Center,14.610256,121.041487
"SB Park, Brgy. Immaculate Concepcion",Evacuation Center,14.621784,121.047871
"Barangay Function Hall, Brgy. Kamuning",Evacuation Center,14.625401,121.036528
"KD Covered Court, Brgy. Kamuning",Evacuation Center,14.627758,121.041485
"Senior Building Hall, Brgy. Kamuning",Evacuation Center,14.627676,121.041560
"Suntay Multipurpose Hall, Brgy. Kamuning",Evacuation Center,14.627460,121.038527
"Kalusugan Barangay Hall, Brgy. Kalusugan",Evacuation Center,14.625670,121.022478
"Multipurpose Building, Brgy. Kalusugan",Evacuation Center,14.623520,121.021325
"Missionary Saint Andrew Theological, Brgy. Kalusugan",Evacuation Center,14.625660,121.022468
"Ponciano Bernardo Schools, Brgy. Kaunlaran",Evacuation Center,14.614266,121.049347
"Planas Site Day Care Center, Brgy. Kaunlaran",Evacuation Center,14.614608,121.051343
"Banahaw Barangay Hall, Brgy. Kaunlaran",Evacuation Center,14.618880,121.045694
"Marvin Rillo Multipurpose, Brgy. Kristong Hari",Evacuation Center,14.624808,121.025107
"Kristong Hari Barangay Hall, Brgy. Kristong Hari",Evacuation Center,14.624144,121.025454
"Baluyot Covered Court, Brgy. Krus na Ligas",Evacuation Center,14.646968,121.061479
"Baluyot Multipurpose Building, Brgy. Krus na Ligas",Evacuation Center,14.646901,121.062436
"Laging Handa Barangay Hall, Brgy. Laging Handa",Evacuation Center,14.632251,121.032663
"Barangay Basketball Court, Brgy. Laging Handa",Evacuation Center,14.632937,121.032077
"Basketball Covered Court, Brgy. Malaya",Evacuation Center,14.632386,120.994199
"Malaya Elementary School, Brgy. Malaya",Evacuation Center,14.634784,121.054965
"National Shrine of Our Lady of Mt. Carmel, Brgy. Mariana",Evacuation Center,14.614400,121.030824
"Mary Hill School of Theology, Brgy. Mariana",Evacuation Center,14.622928,121.028597
"Don Alejandro Rocess Sr. High School, Brgy. Obrero",Evacuation Center,14.628979,121.031571
"Old Barangay Building, Brgy. Obrero",Evacuation Center,14.628524,121.031645
"Basketball Covered Court, Brgy. Old Capitol Site",Evacuation Center,14.654726,121.052331
"Barangay Hall Annex, Brgy. Old Capitol Site",Evacuation Center,14.652082,121.055054
"Amoranto Sports Complex, Brgy. Paligsahan",Evacuation Center,14.630049,121.023117
"Amoranto Sports Complex, Brgy. Pinagkaisahan",Evacuation Center,14.626617,121.044260
"Suntay MultiPurpose Hall Building, Brgy. Pinyahan",Evacuation Center,14.638590,121.046410
"Pinyahan Elementary School, Brgy. Pinyahan",Evacuation Center,14.638309,121.050469
"Roxas Covered Court, Brgy. Roxas",Evacuation Center,14.628782,121.019590
"Holy Family Parish Church, Brgy. Roxas",Evacuation Center,14.628021,121.021282
"Kamuning Elementary School, Brgy. Sacred Heart",Evacuation Center,14.629707,121.036578
"Sacred Heart Parish – Shrine, Brgy. Sacred Heart",Evacuation Center,14.631533,121.039359
"Tennis Court, Brgy. San Isidro Galas",Evacuation Center,14.612022,121.009715
"Basketball Court, Brgy. San Martin de Porres",Evacuation Center,14.618013,121.049993
"Multipurpose Building (Brgy. Hall), Brgy. San Martin de Porres",Evacuation Center,14.621749,121.070913
"Aguinaldo Elementary School (Covered Court), Brgy. San Roque",Evacuation Center,14.617241,121.063273
"San Roque Barangay Hall, Brgy. San Roque",Evacuation Center,14.629228,121.098309
"Suntay Hall, Brgy. San Vicente",Evacuation Center,14.653518,121.055193
"Santol Barangay Hall, Brgy. Santol",Evacuation Center,14.612333,121.014545
"South Triangle Barangay Hall, Brgy. South Triangle",Evacuation Center,14.637756,121.037422
"Mabuhay Court, Brgy. Tatalon",Evacuation Center,14.620726,121.014048
"Diosdado Macapagal Elementary School Covered Court, Brgy. Tatalon",Evacuation Center,14.622384,121.012545
"Teachers Village East Barangay Hall, Brgy. Teachers Village East",Evacuation Center,14.645847,121.060760
"C.P. Garcia Park, Brgy. Teachers Village East",Evacuation Center,14.647122,121.060995
"Claret School of Quezon City, Brgy. Teachers Village West",Evacuation Center,14.646253,121.055171
"Valencia Barangay Hall, Brgy. Valencia",Evacuation Center,14.608025,121.039512
"SK Hall, Brgy. Valencia",Evacuation Center,14.608692,121.040459
"San Pedro Covered Court, Brgy. Bagbag",Evacuation Center,14.701780,121.018930
"SB park Covered Court, Brgy. Bagbag",Evacuation Center,14.700366,121.025066
"St. Nicholas of Bari School, Brgy. Bagbag",Evacuation Center,14.701383,121.031500
"Remarville Covered Court, Brgy. Bagbag",Evacuation Center,14.695762,121.039580
"Capri Activity Center (CAC), Brgy. Capri",Evacuation Center,14.716940,121.028493
"Covered Court, Brgy. Capri",Evacuation Center,14.717019,121.028766
"Fairlane Elementary School, Brgy. Fairview",Evacuation Center,14.705421,121.066504
"The Church of Jesus Christ, Brgy. Fairview",Evacuation Center,14.699840,121.063865
"Sitio Sto. Niño, Brgy. Fairview",Evacuation Center,14.693171,121.068807
"A. Centennial Park Dulo, Brgy. Greater Lagro",Evacuation Center,14.718491,121.065991
"Lagro Plaza, Brgy. Greater Lagro",Evacuation Center,14.726327,121.066205
"Ascension of Our Lord Parish Church Patio, Brgy. Greater Lagro",Evacuation Center,14.733370,121.067017
"D. Hilltop Covered Basketball Court, Brgy. Greater Lagro",Evacuation Center,14.725124,121.065041
"Fatima University Covered Court, Brgy. Greater Lagro",Evacuation Center,14.734787,121.070586
"Elementary School, Brgy. Gulod",Evacuation Center,14.712539,121.038475
"Zabarte Covered Court, Brgy. Kaligayahan",Evacuation Center,14.737382,121.051620
"Multipurpose Hall, Brgy. Kaligayahan",Evacuation Center,14.738027,121.047843
"Roxas Vargas Hall, Brgy. Kaligayahan",Evacuation Center,14.738325,121.047409
"Pasacola Area D. Basketball Covered Court, Brgy. Nagkaisang Nayon",Evacuation Center,14.716724,121.031746
"Goldmine Basketball Court, Brgy. Nagkaisang Nayon",Evacuation Center,14.719623,121.023476
"Robina Covered Court, Brgy. Nagkaisang Nayon",Evacuation Center,14.716186,121.019338
"North Fairview Basketball Court, Brgy. North Fairview",Evacuation Center,14.713688,121.063608
"Novaliches Proper Barangay Hall, Brgy. Novaliches Proper",Evacuation Center,14.720093,121.037810
"Vargas Building, Brgy. Novaliches Proper",Evacuation Center,14.721219,121.039511
"Dona Isaura Covered Court, Brgy. Novaliches Proper",Evacuation Center,14.720674,121.037018
"Dona Rosario Covered Court/ Command Center, Brgy. Novaliches Proper",Evacuation Center,14.719003,121.035348
"SB Plaza, Brgy. Novaliches Proper",Evacuation Center,14.721061,121.039199
"Feliciano Covered Court, Brgy. Pasong Putik",Evacuation Center,14.738576,121.058958
"Celipto Covered Court, Brgy. Pasong Putik",Evacuation Center,14.739508,121.074423
"Petchayang Covered Court, Brgy. Pasong Putik",Evacuation Center,14.741403,121.064999
"Vargas Multipurpose Hall, Brgy. San Agustin",Evacuation Center,14.716473,121.030228
"California Village, Brgy. San Bartolome",Evacuation Center,14.710265,121.026235
"Nomar II Covered Court, Brgy. San Bartolome",Evacuation Center,14.701183,121.041070
"Odelco Covered Court, Brgy. San Bartolome",Evacuation Center,14.709739,121.032262
"Odelco Elementary School, Brgy. San Bartolome",Evacuation Center,14.710161,121.031949
"Villaverde Covered Court, Brgy. Sta. Monica",Evacuation Center,14.722941,121.046374
"Santiago Subd. Covered Court, Brgy. Sta. Monica",Evacuation Center,14.718656,121.045335
"Lydia Covered Court, Brgy. Sta. Monica",Evacuation Center,14.715761,121.048372
"Palmera Phase II Covered Court, Brgy. Sta. Monica",Evacuation Center,14.716232,121.046410
"Palmera Phase IV Covered Court, Brgy. Sta. Monica",Evacuation Center,14.711923,121.049100
"Apolonio Samson Elementary School, Brgy. Apolonio Samson",Evacuation Center,14.654723,121.008911
"Covered Court Asamba, Brgy. Baesa",Evacuation Center,14.664792,121.015735
"Monotoc Covered Court, Brgy. Baesa",Evacuation Center,14.673416,121.011081
"Elementary School, Brgy. Baesa",Evacuation Center,14.674601,121.013380
"Saint Martin De Porres Chapel, Brgy. Baesa",Evacuation Center,14.664258,121.015132
"Dead End Court, Brgy. Baesa",Evacuation Center,14.663544,121.014038
"Balonbato Health Center, Brgy. Balong-bato",Evacuation Center,14.664711,121.002269
"Balumbato Elementary School, Brgy. Balong-bato",Evacuation Center,14.662794,121.003942
"Vargas Compound Covered Court, Brgy. Culiat",Evacuation Center,14.666929,121.044163
"Multipurpose Hall, Brgy. Culiat",Evacuation Center,14.667947,121.056828
"Dunong Kabuhayan Training Center, Brgy. Culiat",Evacuation Center,14.619976,121.059453
"Culiat High School, Brgy. Culiat",Evacuation Center,14.668174,121.056369
"Salam Covered Court, Brgy. Culiat",Evacuation Center,14.664963,121.059395
"Bernardo Covered Court Multipurpose Hall, Brgy. Culiat",Evacuation Center,14.662031,121.047296
"Pael Multipurpose Hall, Brgy. Culiat",Evacuation Center,14.660112,121.048581
"Disaster Building, Brgy. New Era",Evacuation Center,14.622752,121.025518
"MRF Building, Brgy. New Era",Evacuation Center,14.664940,121.060742
"Marcel Village Covered Court, Brgy. Pasong Tamo",Evacuation Center,14.681685,121.048029
"Veteran ANNEX I, Brgy. Pasong Tamo",Evacuation Center,14.678835,121.064849
"Pingkian / Central ANNEX II, Brgy. Pasong Tamo",Evacuation Center,14.679383,121.059309
"Pantranco Chapel, Brgy. Pasong Tamo",Evacuation Center,14.683036,121.049917
"Mendoza Multipurpose Building, Brgy. Sangandaan",Evacuation Center,14.673867,121.017742
"Mathay High School, Brgy. Sangandaan",Evacuation Center,14.675621,121.022320
"Sotto Multipurpose Building, Brgy. Sauyo",Evacuation Center,14.689801,121.033787
"Sauyo Elementary School, Brgy. Sauyo",Evacuation Center,14.689596,121.043275
"Del Nacia Ville Covered Court, Brgy. Sauyo",Evacuation Center,14.679136,121.033442
"NIA Covered Court, Brgy. Sauyo",Evacuation Center,14.686258,121.046854
"Sauyo Covered Court, Brgy. Sauyo",Evacuation Center,14.687778,121.037640
"Talipapa Barangay Hall, Brgy. Talipapa",Evacuation Center,14.687658,121.025464
"Placido del Mundo Elementary School, Brgy. Talipapa",Evacuation Center,14.687295,121.025231
"Villa Sabina Park, Brgy. Talipapa",Evacuation Center,14.688814,121.024673
"Silvina Village Sports Complex, Brgy. Talipapa",Evacuation Center,14.685668,121.028704
"Sahara Sports Complex Basketball Court, Brgy. Talipapa",Evacuation Center,14.684987,121.029535
"Tandang Sora Barangay Hall, Brgy. Tandang Sora",Evacuation Center,14.681805,121.032211
